Customer_ID,TotalSpending,Recency,Frequency
13534,7720.9,2,392
13535,89.5,402,1
13536,3444.39,1,178
13537,717.85,425,42
13538,3103.13,43,142
13539,1569.3600000000001,85,86
13540,632.39,467,32
13541,785.25,427,10
13542,3959.4900000000002,376,331
13543,1439.6100000000001,634,47
13544,790.2,39,238
13545,364.93,390,54
13546,1086.24,12,152
13547,167.08,408,44
13548,901.44,96,184
13549,1005.8,25,59
13550,342.55,383,42
13551,244.2,319,5
13552,6948.92,66,207
13553,499.6,674,89
13554,1629.35,380,197
13555,8891.84,73,397
13556,200.82,429,9
13557,3032.26,28,180
13558,594.52,5,169
13559,990.0,512,2
13560,171.42000000000002,7,32
13561,1803.4,215,229
13562,4838.18,81,196
13563,777.53,84,49
13564,16498.97,144,1200
13565,414.8,19,60
13566,1688.6,40,366
13567,1079.29,428,201
13568,187.05,173,43
13569,726.54,17,179
13570,239.49,243,27
13571,4537.26,12,673
13572,1384.25,205,33
13573,904.52,50,87
13574,404.45,411,91
13575,732.0699999999999,23,46
13576,11202.59,10,268
13577,3489.28,25,168
13578,147.66,409,9
13579,1374.34,14,81
13580,107.75,406,5
13581,280.53000000000003,309,33
13582,241.68,389,11
13583,1445.031,155,96
13584,385.7,306,80
13585,684.54,530,39
13586,127.28,541,20
13587,1673.5,63,30
13588,2478.95,15,174
13589,1120.74,14,52
13590,6336.04,11,406
13591,2093.94,64,101
13592,247.95999999999998,35,16
13593,5493.29,108,408
13594,533.32,52,33
13595,784.48,516,143
13596,664.11,5,146
13597,396.71,400,17
13598,761.96,47,92
13599,9811.04,1,392
13600,518.42,312,41
13601,1159.99,45,185
13602,1025.17,64,58
13603,164.34,26,27
13604,717.62,658,21
13605,522.67,387,53
13606,276.75,29,40
13607,1075.81,40,121
13608,232.05,540,34
13609,167.35,593,7
13610,2103.71,12,399
13611,3297.9300000000003,89,226
13612,818.29,632,50
13613,1039.8500000000001,452,59
13614,2332.74,24,264
13615,6272.53,318,367
13616,283.85,568,35
13617,1278.75,40,107
13618,177.34,173,13
13619,224.94,544,45
13620,112.34,528,5
13621,213.85,116,19
13622,658.95,696,32
13623,2533.06,30,284
13624,462.08,388,22
13625,301.26,596,21
13626,707.04,252,44
13627,2245.9,59,129
13628,310.14,676,16
13629,13370.86,23,87
13630,2031.78,5,71
13631,3070.42,99,11
13632,3645.81,24,220
13634,5033.77,33,446
13635,2999.16,67,162
13636,949.12,36,63
13637,804.3,52,99
13638,122.64,15,8
13639,1346.27,74,59
13640,405.0,611,4
13641,1016.47,640,44
13642,472.2,215,105
13643,2156.77,31,102
13644,2624.26,16,146
13645,252.1,120,5
13646,326.25,399,58
13647,3041.68,9,139
13648,1764.02,400,106
13649,1453.68,256,108
13650,3288.0,16,172
13651,226.85,35,14
13652,2262.05,45,141
13653,152.2,487,9
13654,6308.0,43,329
13655,2280.51,114,119
13656,1078.85,164,87
13657,382.14,10,16
13658,6025.5,9,237
13659,4884.68,205,274
13660,306.64,400,40
13661,325.24,603,17
13662,2233.61,85,136
13663,2047.51,179,99
13665,1711.6599999999999,386,106
13666,127.89999999999999,60,19
13667,299.05,149,83
13668,12948.48,2,756
13669,413.55,50,14
13670,349.7,75,25
13671,172.6,394,64
13672,419.92,301,18
13673,387.44,18,60
13674,240.68,432,14
13675,486.82000000000005,151,25
13676,243.9,539,13
13677,551.24,404,106
13678,232.6,151,16
13679,281.26,493,50
13680,11419.67,1,646
13681,827.83,17,57
13682,59.5,187,3
13683,258.6,457,10
13684,594.88,285,108
13685,3119.44,2,39
13686,409.04,182,34
13687,11880.84,438,45
13688,375.5,635,5
13689,1259.5,63,9
13690,172.25,59,9
13691,212.78,396,54
13692,3114.4,24,96
13693,2011.82,374,106
13694,195640.69,3,1519
13695,2770.73,31,96
13696,2020.4,421,24
13697,151.29999999999998,38,12
13698,451.73,596,38
13699,764.15,155,37
13700,2596.9700000000003,26,240
13701,161.0,446,9
13702,135.18,445,5
13703,425.56,318,37
13704,2308.06,5,134
13705,1717.19,7,74
13706,631.17,302,38
13707,3365.86,267,155
13708,285.33,271,49
13709,7571.35,3,407
13710,509.52,31,15
13711,1792.26,218,92
13712,766.42,246,33
13713,740.76,408,80
13714,161.35,465,30
13715,8153.04,281,512
13716,138.28,269,21
13717,1763.3,32,124
13718,306.55,246,12
13719,2783.08,15,248
13720,799.9,116,43
13721,741.54,36,42
13722,5635.41,131,189
13723,1194.08,217,58
13724,213.01,637,42
13725,1980.56,49,104
13726,1079.6599999999999,38,42
13727,1074.15,28,83
13728,2855.17,36,164
13729,724.73,435,39
13730,752.6,135,43
13731,610.59,219,38
13732,491.86,28,33
13733,487.03000000000003,410,29
13734,6695.6900000000005,508,27
13735,9762.77,24,647
13736,2752.47,5,554
13737,339.59999999999997,200,30
13738,434.78000000000003,396,89
13739,292.2,18,6
13740,1582.77,240,94
13741,668.4300000000001,71,34
13742,3107.87,16,313
13743,1341.6,2,41
13744,1080.52,95,63
13745,777.36,162,56
13746,176.69,413,9
13747,169.79999999999998,373,5
13748,2064.35,95,58
13750,3602.1800000000003,53,75
13751,296.25,288,9
13752,1579.8300000000002,124,94
13753,2094.57,287,80
13754,447.05,151,21
13755,2108.06,3,321
13756,8655.95,2,343
13757,195.55,674,8
13758,8698.13,11,285
13759,659.4100000000001,33,25
13760,1363.6399999999999,54,119
13761,1952.17,50,122
13762,2472.48,218,35
13763,5217.4400000000005,63,50
13764,2919.62,70,370
13765,352.821,653,17
13766,190.35,495,17
13767,33903.57,2,764
13768,875.97,726,33
13769,5478.12,2,275
13770,785.37,422,48
13771,5728.82,64,216
13772,3100.02,33,567
13773,301.54,396,19
13774,345.0,81,22
13775,1049.66,590,63
13776,623.98,428,2
13777,49638.26,0,356
13778,1124.49,103,44
13779,161.13,515,27
13780,732.07,7,98
13781,778.83,250,57
13782,1786.08,12,238
13783,1542.09,487,10
13784,2910.23,9,43
13785,542.49,428,30
13786,3127.99,367,116
13787,1222.5,75,86
13788,3.75,505,1
13789,239.45999999999998,388,18
13790,348.8,4,45
13791,1516.0,127,11
13792,383.95,66,23
13793,96.0,646,7
13794,126.03,546,9
13795,836.3,388,29
13796,289.7,499,22
13797,1179.45,436,78
13798,75428.87,1,721
13799,2803.57,116,106
13800,1679.56,309,73
13801,324.8,66,23
13802,26259.11,138,448
13803,1338.91,255,78
13804,3161.12,30,167
13805,924.6,52,13
13806,256.38,63,10
13807,422.2,367,25
13808,1747.66,5,76
13809,679.7,305,25
13810,1499.01,28,35
13811,814.5,183,13
13812,539.0,42,36
13813,2765.47,39,143
13814,2257.32,92,79
13815,7475.74,22,356
13816,571.6700000000001,23,28
13817,382.98,29,24
13818,61.28,429,5
13819,2642.35,301,101
13820,652.75,418,89
13821,1379.08,144,204
13822,632.0,5,96
13823,3403.4500000000003,18,163
13824,3314.76,32,100
13825,255.59,621,40
13826,189.5,176,10
13827,409.8,57,92
13828,209.49,22,15
13829,102.0,421,1
13830,156.85000000000002,581,11
13831,6585.54,16,182
13832,609.89,19,55
13833,700.41,159,44
13834,324.19,576,16
13835,1095.27,25,71
13836,620.37,399,31
13837,266.59000000000003,211,18
13838,1690.07,5,403
13839,139.95000000000002,486,7
13840,651.4,416,40
13841,85.0,252,1
13842,5319.34,58,335
13843,319.75,381,18
13844,361.62,11,20
13845,312.98,64,9
13846,1307.79,24,81
13847,310.72,719,19
13848,3015.0,92,10
13849,3469.3,51,220
13850,1595.48,129,93
13851,4606.46,95,140
13852,187.35000000000002,610,11
13853,1090.14,57,23
13854,11944.56,8,178
13855,1310.3400000000001,500,73
13856,1142.03,168,54
13857,1001.01,393,128
13858,216.17,57,11
13859,515.86,326,36
13860,1245.9,1,76
13861,273.26,429,21
13862,2556.09,18,160
13863,1239.55,247,70
13864,662.4000000000001,386,1
13865,501.56,58,30
13866,145.67000000000002,74,7
13867,1005.09,31,60
13868,3192.54,7,33
13869,7996.87,123,838
13870,5712.08,2,241
13871,7885.85,22,402
13872,919.57,527,57
13873,1038.92,119,60
13874,2049.15,358,69
13875,4814.37,53,270
13876,122.7,63,7
13877,449.68,86,23
13878,2416.9,54,102
13879,395.5,645,25
13880,4293.86,21,223
13881,45179.1,3,457
13882,1191.13,2,65
13883,6560.02,10,316
13884,1825.03,7,182
13885,506.8,189,28
13886,243.56,71,16
13887,349.55,204,19
13888,2001.59,119,171
13889,1991.23,92,83
13890,2927.38,1,173
13891,859.21,378,99
13892,1267.6499999999999,26,36
13893,821.1,297,21
13894,564.62,23,27
13895,4008.52,28,186
13896,388.55,625,21
13897,1160.72,50,59
13898,686.4,325,46
13899,388.52,16,19
13900,1610.59,183,95
13901,5676.34,72,310
13902,34095.26,632,63
13903,165.45000000000002,400,10
13904,332.64,37,26
13905,312.65,732,12
13906,42.0,409,1
13907,136.8,691,4
13908,2369.55,79,122
13909,282.85,423,38
13911,4234.99,57,238
13912,124.95,423,7
13913,42.22,506,3
13914,626.45,11,33
13915,70.80000000000001,394,2
13916,1275.81,463,74
13917,272.04,49,18
13918,1212.8400000000001,49,30
13919,1360.68,59,77
13920,1774.68,431,86
13921,730.7,402,44
13922,865.2,351,30
13923,351.13,53,20
13924,1838.8500000000001,1,117
13925,678.25,92,41
13926,223.85000000000002,23,11
13927,708.26,74,41
13928,464.57,10,27
13929,3494.1,169,57
13930,337.34,57,17
13931,5257.38,95,271
13932,307.4,294,16
13933,608.7900000000001,109,23
13934,922.1,263,31
13935,6116.92,596,80
13936,939.66,179,59
13937,880.13,169,54
13938,71.66,35,7
13939,1560.96,23,110
13940,839.14,17,49
13941,10027.18,21,94
13942,320.0,534,1
13943,246.54,577,15
13944,200.43,653,35
13945,854.15,394,51
13946,1876.23,79,56
13947,90.6,65,5
13948,548.76,360,24
13949,2427.32,2,160
13950,745.06,11,35
13951,674.45,176,39
13952,12823.521,217,409
13953,6640.68,7,25
13954,439.92,1,25
13955,544.0699999999999,154,85
13956,1019.27,5,147
13957,458.25,417,27
13958,4709.2300000000005,379,227
13959,1064.77,79,157
13960,230.22,21,12
13961,538.4,392,19
13962,362.8,21,23
13963,2860.57,308,165
13964,438.9,387,24
13965,996.61,476,24
13966,384.26,435,21
13967,166.3,145,6
13968,123.66,423,8
13969,12973.460000000001,7,1064
13970,846.55,386,13
13971,4667.57,18,255
13972,190.25,70,15
13973,264.7,287,11
13974,677.72,49,43
13975,5256.4,31,737
13976,1192.36,206,56
13977,519.8100000000001,411,13
13978,196.79000000000002,14,15
13979,3379.93,73,393
13980,768.82,60,63
13981,331.14,415,22
13982,3954.29,39,225
13983,6753.89,29,325
13984,1893.8,26,88
13985,10020.86,4,482
13986,320.46,17,13
13987,682.54,379,46
13988,4757.8,19,295
13989,2026.06,65,86
13990,311.3,213,16
13991,852.88,12,82
13992,219.5,30,11
13993,6775.71,42,261
13994,2274.14,3,148
13995,3902.01,15,230
13996,895.76,386,33
13997,376.46,519,44
13998,566.7,446,31
13999,9502.26,10,466
14000,2046.3400000000001,211,49
14001,4228.85,45,103
14002,529.73,134,47
14003,209.41,732,16
14004,6258.45,43,241
14005,2874.72,9,84
14006,2196.67,115,77
14007,79.48,512,5
14008,509.04,432,32
14009,1099.91,198,74
14010,445.15,565,24
14011,457.82,480,32
14012,328.8,277,11
14013,1084.57,110,68
14014,1948.21,77,76
14015,917.34,52,20
14016,11403.41,161,448
14017,229.75,571,14
14018,367.15000000000003,645,13
14019,1421.61,46,66
14020,1249.01,16,72
14021,1716.58,155,90
14022,792.15,225,47
14023,584.07,7,31
14024,645.74,121,34
14025,4057.9,464,100
14026,713.11,470,50
14027,104.82,60,6
14028,10396.5,550,9
14029,467.66,63,15
14030,7521.8,18,824
14031,39019.51,7,750
14032,4546.41,2,230
14033,109.44,555,1
14034,648.89,22,86
14035,2794.75,28,145
14036,626.65,284,38
14037,836.95,176,114
14038,3069.88,78,161
14039,267.28000000000003,33,10
14040,12523.81,40,781
14041,141.41,266,21
14042,431.98,725,21
14043,302.6,491,41
14044,3077.7,26,826
14045,10986.63,109,38
14046,154.99,284,14
14047,3968.11,8,152
14048,748.69,305,141
14049,13023.4,16,1061
14050,746.36,31,54
14051,21770.98,0,318
14052,466.66,19,121
14053,572.3,124,9
14054,92.46,65,6
14055,1520.96,106,33
14056,8152.71,1,1088
14057,8346.66,23,447
14058,469.19,462,24
14059,183.6,266,8
14060,8898.24,4,258
14061,917.4300000000001,507,19
14062,25585.65,9,340
14063,22710.2,438,40
14064,3260.24,29,236
14065,891.02,389,49
14066,152.55,266,7
14067,374.7,63,52
14068,1516.72,320,108
14069,225.81,514,41
14070,321.6,684,41
14071,1437.57,3,323
14072,390.85,666,19
14073,151.04,32,13
14074,219.39999999999998,623,6
14075,1734.87,4,81
14076,118.67,129,44
14077,615.0799999999999,40,56
14078,1553.47,101,148
14079,618.73,124,13
14080,1115.68,32,83
14081,4867.57,302,844
14082,413.36,364,65
14083,1082.19,4,185
14084,150.5,512,7
14085,9720.67,2,1045
14086,39.95,462,1
14087,829.47,2,213
14088,64036.8,10,682
14089,158.75,56,13
14090,76.32000000000001,324,1
14091,9530.08,654,13
14092,7229.45,7,373
14093,433.86,12,100
14094,311.77,439,43
14095,2.95,722,1
14096,65164.79,4,5111
14097,422.85999999999996,481,40
14098,147.35,36,21
14099,5750.91,16,521
14100,191.95000000000002,137,25
14101,9961.93,73,90
14102,1105.8799999999999,5,58
14103,0.0,665,1
14104,743.53,154,135
14105,5988.83,239,279
14106,214.79999999999998,737,1
14107,4877.3,51,236
14108,1044.96,30,54
14109,144.2,72,9
14110,12987.95,3,400
14111,692.85,14,10
14112,5834.59,22,326
14113,7092.610000000001,3,122
14114,1364.09,273,74
14115,622.6700000000001,501,22
14116,1382.74,19,72
14117,90.0,143,3
14118,458.45,428,15
14119,183.37,375,11
14121,2780.15,3,159
14122,362.42,406,13
14123,436.18,733,24
14124,419.58000000000004,84,5
14125,2720.63,10,166
14126,1172.46,7,43
14127,1900.0800000000002,122,117
14128,924.21,60,65
14129,2591.34,1,109
14130,1858.77,319,220
14131,168.22,648,46
14132,3586.0299999999997,2,200
14133,911.14,129,36
14134,11123.35,382,180
14135,8839.67,1,219
14136,1570.81,400,106
14137,332.7,695,11
14138,965.8800000000001,1,46
14139,1086.8,46,69
14140,935.05,3,66
14141,915.13,2,40
14142,671.34,373,44
14143,115.8,133,7
14144,30.599999999999998,486,1
14145,7600.05,46,25
14146,9450.3,8,456
14147,2590.2,78,30
14148,466.29,233,17
14149,446.62,220,28
14150,658.64,35,26
14151,679.45,673,44
14152,1997.3400000000001,75,133
14153,233.4,483,17
14154,6460.7,239,292
14155,118.75,266,6
14156,313437.62,9,4038
14157,978.69,19,85
14158,507.66,40,41
14159,7860.8,19,1836
14160,8421.47,610,107
14161,2996.93,215,277
14162,289.36,173,25
14163,2594.62,87,58
14164,1631.77,70,29
14165,120.44,275,24
14166,251.15,505,51
14167,1274.29,39,115
14168,370.45,420,15
14169,621.51,430,64
14170,570.18,375,145
14171,498.79,98,64
14172,369.02,605,44
14173,586.0,10,33
14174,134.46,33,26
14175,7678.88,59,331
14176,756.46,297,37
14177,2209.69,86,205
14178,1600.26,8,318
14179,701.57,40,157
14180,6117.5,10,289
14181,308.35,410,52
14182,678.77,443,50
14183,278.34000000000003,411,34
14184,452.89,66,24
14185,197.65,331,3
14186,1550.63,427,104
14187,123.5,473,8
14188,2054.36,30,65
14189,5503.15,2,307
14190,79.9,666,1
14191,4817.66,1,265
14192,293.74,388,14
14193,1210.19,67,64
14194,18670.59,4,952
14195,2615.6,201,16
14196,335.52,106,6
14197,390.05,410,20
14198,1569.73,18,91
14199,1091.7,218,18
14200,379.2,617,21
14201,1193.54,60,55
14202,847.76,381,29
14203,339.34,397,16
14204,1024.83,2,220
14205,2414.2,16,123
14206,1185.01,239,71
14207,157.8,687,2
14208,567.05,94,35
14209,4993.27,10,231
14210,5556.570000000001,105,314
14211,4402.29,53,240
14212,2190.14,89,21
14213,1192.2,404,5
14214,1004.38,30,67
14215,3250.33,11,186
14216,2150.04,3,77
14217,3298.59,1,174
14218,169.48000000000002,42,12
14219,633.83,4,43
14220,1515.0,247,38
14221,6517.49,42,347
14222,683.17,177,41
14223,991.13,92,60
14224,1841.71,110,229
14225,2031.07,434,86
14226,2985.13,28,97
14227,6368.71,26,377
14228,745.5,437,38
14229,2594.04,51,72
14230,979.8000000000001,435,33
14231,1235.6200000000001,183,69
14232,2048.07,42,115
14233,2904.27,49,73
14234,754.12,22,147
14235,4717.99,75,148
14236,1555.34,80,47
14237,471.14,373,26
14238,434.23,326,13
14239,4263.17,43,210
14240,1247.49,30,61
14241,333.70000000000005,183,12
14242,280.55,234,16
14243,7217.75,8,363
14244,366.41999999999996,660,16
14245,1693.45,219,108
14246,1474.06,110,75
14247,753.56,278,113
14248,1032.95,318,47
14249,5400.461,410,272
14250,1904.05,7,111
14251,2879.7000000000003,1,78
14252,350.99,381,10
14253,363.40000000000003,493,12
14254,601.03,432,23
14255,1000.63,546,1
14256,2460.79,260,133
14257,5954.45,64,240
14258,32051.34,9,301
14259,120.0,141,5
14260,824.28,471,51
14261,1163.45,50,52
14262,2618.23,8,143
14263,322.93,423,16
14264,1517.3600000000001,154,79
14265,1373.35,109,79
14266,40.56,428,1
14267,1516.24,162,55
14268,354.85,470,19
14269,295.73,439,16
14270,492.65000000000003,331,29
14271,214.18,225,38
14272,920.81,73,64
14273,559.97,51,29
14274,256.6,686,15
14275,1189.3799999999999,395,23
14276,2102.68,98,121
14277,17197.61,15,379
14278,205.83,409,13
14279,191.86,520,3
14280,134.04,196,8
14281,245.15,408,7
14282,7250.76,3,239
14283,628.4399999999999,463,41
14284,1299.65,30,67
14285,3284.42,21,61
14286,8479.76,23,499
14287,176.63,8,9
14288,426.6,213,16
14289,911.26,8,47
14290,4516.56,11,151
14291,7904.1,1,494
14292,9226.25,7,193
14293,2903.01,3,119
14294,375.34,407,23
14295,2362.91,40,72
14296,456.40000000000003,421,27
14297,1305.33,17,62
14298,91194.49,8,2864
14299,14070.25,8,335
14300,43.2,18,3
14301,1992.18,117,53
14302,742.9000000000001,430,28
14303,277.94,407,22
14304,1725.01,222,88
14305,1858.96,71,105
14306,3151.4,51,46
14307,4287.92,88,262
14308,1147.02,549,2
14309,3780.81,8,189
14310,492.1,432,22
14311,516.45,242,31
14312,3090.29,46,180
14314,229.8,106,10
14315,3197.82,44,133
14316,1370.34,422,31
14317,508.58000000000004,64,24
14318,158.02,460,9
14319,494.85,424,26
14320,1346.75,206,81
14321,2218.06,10,179
14322,474.1,429,13
14323,605.0600000000001,114,36
14324,701.61,409,41
14325,245.48000000000002,569,18
14326,940.98,242,57
14327,1894.93,163,106
14328,445.05,438,1
14329,9887.62,17,552
14330,200.63,623,13
14331,462.65999999999997,124,28
14332,1917.41,22,62
14333,415.2,67,15
14334,4318.48,16,258
14335,454.86,16,60
14336,1614.91,16,90
14338,928.1,161,50
14339,620.27,242,23
14340,134.7,218,6
14341,4452.02,45,265
14342,918.44,21,33
14343,1079.66,421,234
14344,2993.05,127,230
14345,108.97999999999999,38,6
14346,2315.75,120,146
14347,82.6,736,6
14348,409.57,260,18
14349,133.5,10,31
14350,972.03,274,59
14351,51.0,164,1
14352,1078.96,157,47
14353,376.5,215,25
14354,163.62,5,9
14355,840.0500000000001,365,60
14356,701.23,79,33
14357,225.12,43,40
14358,400.06,389,25
14359,912.18,19,55
14360,2118.03,31,117
14361,214.70999999999998,578,14
14362,151.5,22,37
14363,227.47000000000003,402,8
14364,3717.35,108,69
14365,634.68,394,51
14366,136.0,525,1
14367,9227.82,8,521
14368,155.0,319,8
14369,469.13,642,26
14370,1175.78,450,44
14371,100.5,295,4
14372,860.08,443,38
14373,76.55,358,4
14374,108.0,541,7
14375,1106.82,185,205
14376,215.46,683,18
14377,617.05,191,11
14378,131.25,621,9
14379,1265.16,44,128
14380,48.96,682,1
14381,625.9399999999999,52,112
14382,1193.6299999999999,26,279
14383,1247.69,38,59
14384,58.5,500,3
14385,202.11,9,14
14386,142.4,296,7
14387,1727.6,32,139
14388,6388.2,10,393
14389,1898.01,65,87
14390,6150.03,10,459
14391,135.6,576,14
14392,266.4,432,14
14393,67.95,218,5
14394,93.8,564,6
14395,7801.93,2,779
14396,1969.38,65,249
14397,2612.96,2,87
14398,707.79,401,53
14399,2108.21,394,192
14400,1732.47,149,73
14401,6795.9,4,266
14402,285.6,652,8
14403,1880.51,130,25
14404,2724.13,33,181
14405,195.0,386,2
14406,156.75,119,8
14407,2157.73,107,73
14408,4102.27,10,128
14409,3427.29,71,104
14410,2631.9,92,386
14411,1063.0,310,14
14412,1426.19,42,84
14413,764.52,362,96
14414,2399.33,91,118
14415,11980.09,1,1234
14416,490.22,22,14
14417,524.65,387,117
14418,1937.25,3,124
14419,1254.64,10,225
14420,1639.17,99,93
14421,2469.37,57,96
14422,10271.52,0,552
14423,916.6099999999999,218,15
14424,322.08,17,1
14425,661.39,434,39
14426,11727.94,23,604
14427,1263.52,50,44
14428,1224.06,7,137
14429,516.28,403,22
14430,1220.9,511,35
14431,2614.2,302,81
14432,2248.5,9,377
14433,280.7,465,74
14434,1372.8,21,12
14435,90.42,501,3
14436,271.70000000000005,98,11
14437,873.34,365,42
14438,131.9,306,9
14439,9443.04,319,129
14440,5982.03,8,128
14441,4611.6900000000005,0,154
14442,5367.0199999999995,204,183
14443,2082.97,53,133
14444,120.44,456,11
14445,221.65,455,32
14446,1200.28,0,319
14447,1711.73,18,106
14448,375.35,9,20
14449,2230.96,18,483
14450,1128.44,180,76
14451,3258.68,60,512
14452,658.95,10,129
14453,119.93,190,22
14454,977.3,376,110
14455,617.72,432,77
14456,3017.28,5,947
14457,113.64,310,4
14458,228.07,380,47
14459,5375.741,155,113
14460,1093.5,110,42
14461,6676.91,148,636
14462,2242.81,66,281
14463,786.5699999999999,98,8
14464,111.0,568,4
14465,3925.85,246,193
14466,4267.15,29,206
14467,2203.2400000000002,17,303
14468,204.24,733,12
14469,2093.46,416,145
14470,712.04,11,60
14471,400.95,591,41
14472,2118.72,103,309
14473,234.34000000000003,74,7
14474,1258.8899999999999,46,127
14475,1151.15,71,48
14476,193.0,257,17
14477,1969.6,19,14
14478,1276.66,382,68
14479,1124.71,253,139
14480,1299.52,11,65
14481,2284.69,164,150
14482,4306.72,18,244
14483,257.1,281,13
14484,1070.98,50,53
14485,162.8,38,46
14486,175.5,511,6
14487,1266.27,26,168
14488,1064.28,67,46
14489,1574.93,207,100
14490,1273.47,406,80
14491,340.93,175,17
14492,1921.91,430,92
14493,5087.86,7,355
14494,401.46,25,17
14495,174.8,50,7
14496,2363.89,311,106
14497,697.0600000000001,309,40
14498,3900.83,42,369
14499,2101.79,26,311
14500,356.85,88,7
14501,251.21,183,10
14502,2429.83,19,608
14503,3543.26,3,164
14504,673.26,47,107
14505,11879.08,17,1575
14506,2960.25,17,398
14507,3216.7400000000002,23,258
14508,822.92,22,177
14509,110.95,534,25
14510,979.85,375,75
14511,1314.81,11,68
14512,1215.97,187,79
14513,788.01,100,19
14514,4380.04,61,319
14515,3724.06,17,173
14516,151.17,516,35
14517,330.45,33,18
14518,174.37,64,16
14519,203.14,683,38
14520,270.6,1,4
14521,199.45000000000002,491,17
14522,1748.42,24,45
14523,241.09,108,12
14524,2909.86,31,322
14525,8026.54,19,526
14526,258.65,389,41
14527,27246.88,2,2639
14528,364.21999999999997,37,18
14529,578.61,60,213
14530,6088.87,25,473
14531,376.34,479,29
14532,3845.78,236,314
14533,3466.37,24,89
14534,6187.66,2,715
14535,5973.2300000000005,60,825
14536,170.95,259,18
14537,641.4,57,23
14538,1370.8400000000001,64,52
14539,537.48,15,32
14540,3709.64,9,264
14541,2491.38,58,175
14542,103.25,185,5
14543,14587.87,28,212
14544,2938.53,24,187
14545,349.25,674,23
14546,5184.84,5,790
14547,3974.75,3,355
14548,2541.29,150,110
14549,913.6,311,143
14550,1345.06,10,97
14551,878.09,18,79
14552,507.93,151,154
14553,1818.6,19,288
14554,2279.4900000000002,10,203
14555,2304.03,57,117
14556,815.69,596,196
14557,788.38,85,16
14558,655.5,654,15
14559,75.6,390,2
14560,6114.03,7,200
14561,1080.76,75,69
14562,6638.150000000001,3,601
14563,640.54,509,106
14564,2605.62,434,107
14565,3859.2200000000003,95,160
14566,4092.0,110,16
14567,1530.3600000000001,56,33
14568,919.7,435,47
14569,597.3299999999999,1,34
14570,613.75,280,68
14571,160.0,425,30
14572,5526.88,3,507
14573,2163.12,179,310
14574,143.70000000000002,732,11
14575,420.22,488,72
14576,35.400000000000006,372,1
14577,1364.15,12,182
14578,168.63,3,24
14579,105.56,432,25
14580,14.850000000000001,518,1
14581,409.65,16,60
14582,114.11,40,6
14583,1660.29,5,464
14584,1738.16,169,218
14585,1143.27,50,111
14586,237.36,276,19
14587,1580.29,18,371
14588,135.39,578,16
14589,39.75,371,3
14590,2993.37,424,202
14591,1320.21,15,176
14592,557.94,35,158
14593,3665.5299999999997,21,611
14594,363.33,7,52
14595,2164.45,19,136
14596,222.22000000000003,626,53
14597,2184.63,11,95
14598,384.04,44,90
14599,457.89,390,79
14600,865.1700000000001,305,54
14601,213.96,10,7
14602,205.35999999999999,656,31
14603,660.0,274,2
14604,143.85999999999999,633,23
14605,921.5600000000001,374,108
14606,29951.37,1,6359
14607,23763.13,15,203
14608,3352.94,4,43
14609,1486.2,72,13
14610,24.35,395,10
14611,604.3299999999999,443,38
14612,877.7,415,14
14613,76.32000000000001,680,1
14614,295.13,386,19
14615,951.76,394,48
14616,527.78,242,5
14617,190.47000000000003,402,9
14618,1342.32,9,51
14619,1291.24,245,60
14620,412.78000000000003,205,26
14621,3000.57,1,159
14622,320.58000000000004,184,21
14623,2016.98,32,282
14624,814.07,57,51
14625,4497.88,196,266
14626,5410.92,23,232
14627,462.75,379,29
14628,1998.0,91,86
14629,955.26,4,150
14630,338.65,484,21
14631,2025.69,50,91
14632,114.56,262,8
14633,344.90000000000003,266,20
14634,2124.46,437,109
14635,215.22,453,15
14636,609.85,36,28
14637,106.67999999999999,677,7
14638,443.6,50,16
14639,4978.96,52,292
14640,3649.36,24,203
14641,110.46,21,7
14642,96.12,58,2
14643,1679.89,170,62
14644,2247.72,67,62
14645,876.89,156,48
14646,528602.52,1,3854
14647,506.04,201,48
14648,4466.65,416,431
14649,3651.19,4,527
14650,62.5,589,4
14651,2025.52,67,283
14652,114.18,77,29
14653,3593.06,1,382
14654,246.86,738,27
14655,3878.51,8,103
14656,790.0,169,207
14657,1450.19,17,209
14658,247.15,5,29
14659,2529.93,8,253
14660,285.74,86,30
14661,107.95,26,4
14662,1376.43,28,238
14663,490.6,430,68
14664,636.24,19,98
14665,2749.65,60,132
14666,195.25,24,14
14667,20395.34,10,1270
14668,111.63,445,12
14669,3216.78,241,387
14670,583.33,280,179
14671,1127.45,549,55
14672,1113.14,234,106
14673,3037.32,3,148
14674,173.66,509,14
14675,1015.58,16,221
14676,8356.79,31,133
14677,184.91,592,14
14678,403.39,579,24
14679,1289.44,381,63
14680,55688.5,25,1274
14681,875.1500000000001,71,20
14682,1514.81,187,86
14683,146.56,588,21
14684,1430.03,25,486
14685,4536.64,576,187
14686,852.53,414,219
14687,1402.06,106,40
14688,7190.42,7,489
14689,112.8,208,13
14690,777.68,44,103
14691,2114.33,30,71
14692,1715.1399999999999,137,159
14693,1165.36,264,75
14694,244.31,617,15
14695,1534.22,519,82
14696,2473.28,4,154
14697,188.60999999999999,218,22
14698,1217.27,1,200
14699,702.6,214,50
14700,3076.06,32,167
14701,4487.11,10,595
14702,6368.78,1,679
14703,318.17,14,22
14704,1752.92,11,455
14705,179.0,198,1
14706,367.54,618,25
14707,139.2,435,2
14708,1793.22,2,41
14709,8886.33,15,357
14710,1899.79,14,432
